 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100
Time(s)/Cell Status, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided
178.9284,-3582.108,-4706.242,-2063.467,1234.65,-1173.285,1049.491,-2759.926,1745.251,-1693.507,-1854.917,-3249.913,-1845.517,-2000.511,-1570.625,304.7176,-694.8415,-3370.594,-996.0568,54056.33,-2062.462,-3904.83,-1785.474,-588.6023,2954.447,-306.9907,-1588.516,-1700.923,-1962.236,-2601.864,-1488.829,-2804.899,1637.052,10924.66,2392.26,-2632.51,-2122.181,-3738.217,-3033.84,-2849.168,3707.114,-1958.531,-2849.517,-1428.131,-2254.866,-2469.99,727.3375,5317.917,821.0796,4890.573,-2537.531,-895.6684,1082.167,2940.316,665.0881,-2422.847,-2797.776,5930.62,84.8659,-4881.084,-1244.804,-3130.433,15890.56,-2198.768,-2366.223,-648.8983,158.2304,-1037.764,-1854.514,166.6887,-456.9471,2015.107,1444.807,-930.2949,-957.3094,-124.5873,-439.0986,-1544.018,-4262.885,-1117.363,28.89962,-1123.384,-312.4476,-6824.313,-1537.975,-877.0026,4071.592,-3007.544,7706.688,-2876.431,-575.2957,-3080.987,-1237.762,-5144.818,-583.0652,-678.1061,5864.021,-2821.229,-1605.048,-651.06,-3075.787,-1488.081
179.02836,-4066.187,-3198.12,-2636.7,1864.069,-1462.33,-307.7652,1174.38,2944.942,-1972.27,-1373.639,-2448.041,-890.1026,-2531.976,-1298.913,-644.3577,-2181.649,-1491.115,581.7201,50998.19,373.6297,-4103.59,-1566.187,-1481.012,3910.762,-162.5284,-3715.233,-103.582,-992.5093,-2684.264,-2507.679,-4102.539,1089.601,11922.38,3160.586,-1151.343,-584.989,-2257.039,-2095.937,-3316.974,6327.195,-3912.487,-103.8066,-233.9468,-114.8366,-2164.125,1546.58,4067.513,3194.356,2766.677,-2378.638,-47.50061,1297.478,4485.893,-3177.215,-1949.244,-3107.253,8225.301,-3689.703,-2311.355,-1892.33,-947.2269,16087.62,-619.8803,-2279.571,-2356.464,-1466.119,-583.5206,-2255.633,341.0756,-2838.562,2044.595,3746.142,-1059.831,-1183.831,1393.624,-856.6991,-1156.731,-2022.295,-890.6356,190.2733,-2417.4,-1752.682,-5966.995,-1789.588,-444.9614,2501.117,-2849.938,9908.497,-2462.182,-763.3528,-3592.77,-1626.097,-4442.204,-1331.134,-987.4432,4964.497,-2364.389,-1262.509,1965.083,-753.7731,-2683.302
179.12832,-2548.994,-1674.103,-757.2929,2771.401,350.1396,-1106.805,-3480.717,2342.439,407.3814,-2539.088,-3441.854,89.12487,-2473.23,-1672.479,-3116.358,194.8376,-2559.904,-1421.81,49389.23,-1743.414,-2790.548,-349.3964,244.7122,2912.733,829.9396,-2577.019,282.7232,-1708.552,-1935.285,-625.5209,-2553.413,-201.4201,13884.86,1608.307,-2284.777,277.3891,-2880.292,-3527.961,-2130.192,8113.398,-5860.212,-1570.848,-33.28244,-3139.73,-2481.432,-644.6827,6006.993,4090.63,3532.74,-1805.401,218.9087,3570.573,5083.167,-1583.11,-1252.509,-3363.94,8363.139,-890.78,-1837.12,-2347.755,-1231.343,16161.21,-1018.476,-1985.54,-1996.951,1120.069,-2515.826,-1884.329,2494.975,-2086.98,1574.048,1119.038,689.6093,1201.944,3243.162,-1021.771,553.8013,-4110.777,308.4476,1242.141,-160.103,358.4265,-4128.803,-2481.391,272.0369,3288.563,-3036.735,12455.87,-1466.07,-424.654,-3032.258,-639.5735,-2105.496,-2270.65,15.6976,5052.134,-2244.364,-482.3275,-93.62849,-2911.996,-1726.97
179.22828,-3851.474,-2129.106,-1127.274,-97.79376,-1323.441,391.1769,1098.99,2698.971,-1327.132,-3828.653,-2449.108,-1025.417,-3239.144,-1534.641,-1763.569,42.64032,-3588.728,-324.7305,44483.68,-642.925,-2206.05,-1249.46,-1943.617,3335.169,-1384.018,-1072.435,1014.993,-3616.395,-1072.035,-891.5839,-4358.674,269.8847,11852.32,2644.454,-2706.053,-271.5913,-1819.518,1013.19,113.826,7224.702,-2318.333,-1363.419,-788.511,-1259.526,-3756.815,734.7969,1412.291,1631.673,6001.553,-2316.048,-1939.571,-691.2056,4949.894,-3201.992,-2343.594,-1312.304,9536.737,-1989.329,-4325.917,-464.151,-2681.193,11099.39,-1474.174,-2603.883,-2647.681,573.0179,-2822.445,780.874,2210.471,-669.699,5269.338,581.7511,-2746.502,-113.0606,3793.636,1367.43,-125.1799,-3330.328,1887,-1261.29,-360.8727,-1319.196,-4655.04,-1757.805,-1340.543,3848.432,-3614.575,12534.63,-2908.175,124.5882,-3103.491,-2244.397,-3545.958,-2967.664,237.1044,4321.414,-3563.948,-8.190287,-1250.339,-1004.979,-3118.563
179.32824,-2043.246,-4003.075,-710.8356,55.2991,-720.2267,-459.1912,-1509.713,3269.203,-281.8045,59.57796,-3234.418,-3151.061,-1479.908,-835.4283,-1676.88,759.0688,-2140.584,-1636.225,41393.68,-3260.939,-2470.877,-102.3115,-2497.631,3938.395,-1054.864,78.43066,1542.96,-3747.787,-4852.703,-1705.489,-4276.012,1508.913,10003.06,1178.552,-3496.978,-1041.397,-1533.856,-921.5742,-1853.675,7541.581,-3462.362,-950.7075,778.3172,-1795.027,-2861.425,313.4165,1765.539,277.9724,5569.228,-2937.374,-918.8677,1659.165,7230.457,-1589.962,-1471.319,538.2134,7209.225,-3414.663,-2422.864,-2523.486,-1113.548,10833.81,64.69144,-2995.773,-3109.406,1585.815,427.9547,-1379.168,2410.585,134.3176,4343.819,3401.668,-523.5735,331.5349,5123.085,1121.41,-705.7847,-528.2991,209.1024,-700.4262,-1886.542,-128.0995,-3135.297,-1382.028,322.1278,3998.385,-5073.226,10852.01,-1769.899,-202.9062,-2842.683,-2168.463,-3030.828,-3199.901,-755.2822,4673.316,-3098.367,-214.1757,-2455.989,-2186.836,-2617.405
179.4282,-3792.563,-3273.798,-3025.078,-1470.035,448.031,-1489.778,-129.7087,5489.237,-2223.889,-1526.658,-1955.221,-3115.428,-1187.939,-521.3334,-2070.549,-386.1563,33.67526,-569.0446,46875.89,-2173.626,-2484.399,-275.5046,-1829.109,4525.464,-132.3992,-346.1372,1757.596,-3764.399,-1630.447,-2086.75,-1867.974,248.6965,10518.94,2918.209,-1172.727,-234.4203,-3988.292,-3059.231,-35.51089,6803.282,-6459.612,654.9624,1347.448,-1447.447,-2614.632,645.2601,2771.01,-160.0368,5859.098,-2669.693,174.4682,-1577.26,8544.3,-1544.581,-1228.814,-1234.298,5967.019,-3174.273,-3833.615,-256.8908,-1441.779,11284.3,-714.6504,-1091.838,-1433.967,1558.092,-279.6689,-1809.596,2243.737,-612.1033,4342.367,2065.046,-1037.735,628.5848,1896.828,74.38895,-1016.312,-1094.581,-1222.207,-798.6732,28.68243,645.3414,-4266.414,-1891.595,-926.0217,2821.235,-3924.043,11663.11,-2200.483,-475.6786,-2144.355,-1376.321,-2020.477,-1201.991,2889.034,3144.094,-1898.178,-1171.785,-1524.648,-2867.157,-2673.331
179.52816,-2996.391,-2376.481,-2442,-73.56391,-1347.461,-929.5828,-1245.346,6018.656,-140.6798,-1209.304,-3235.639,-1073.54,-1630.492,-1379.37,-2565.62,-275.0583,-1841.254,-864.0726,47655.87,-724.8075,-3554.587,-1399.784,-1315.432,3729.014,-833.3852,-800.1149,99.42362,-4031.11,-2354.042,-840.9647,-3466.86,565.4834,9356.781,303.4178,-2675.07,-722.2659,-2052.806,494.0898,-1171.516,7210.244,-4783.836,-102.999,131.7823,-3345.963,-1700.719,-705.1195,3688.529,1371.06,3717.179,-2489.255,-140.9528,751.0262,7711.255,-2760.061,1648.858,493.9553,4492.244,-2456.892,-4097.551,-2462.954,-1652.362,13559.21,-630.8491,-3535.732,22.25366,-399.5054,-998.8622,-1586.703,2406.667,2646.382,4096.112,-564.5312,78.81413,1232.522,3605.731,1750.974,-1394.742,-3259.471,1500.879,-583.8949,-1324.41,-1585.807,-3504.362,-2607.782,581.6154,5091.545,-2148.669,12701.07,-2456.818,-1399.336,-2855.594,-2050.818,-3976.598,-271.9881,962.1025,615.4763,-3044.686,-290.1383,-1688.21,-2005.378,-1453.519
179.62812,-2810.804,-2297.273,-1005.36,1758.523,-790.1168,136.0311,687.1326,5657.839,802.9968,-1252.752,-2611.45,-946.3752,-690.4672,450.8408,-1506.308,-1229.177,-2716.624,-530.0805,42392.88,-1802.653,-851.6926,1296.71,-1888.796,4180.158,-1485.903,755.0945,659.8323,-3034.438,-1128.024,-724.184,-3101.997,836.7813,7889.332,2242.765,-4397.005,261.4255,-2545.097,191.7128,-2745.496,6409.185,-3629.165,-40.07168,199.6803,-3029.455,-435.5735,1722.188,2932.761,2287.651,5202.636,-2702.898,230.6387,2166.948,7943.945,-2019,-3285.503,439.8009,5073.594,-1596.208,-1920.969,-2987.342,-999.8558,9774.495,-494.4025,-2379.782,-2370.311,-211.8327,-913.9774,1370.841,1165.69,-2239.18,8685.919,1488.278,-2387.598,1437.491,3393.276,782.4202,-987.0831,-1984.586,-1079.566,625.4913,-1511.36,-867.8401,-4550.505,-3349.434,-1333.238,2987.443,-2876.734,11106.13,-1772.06,330.9092,-2916.541,-909.7507,-4023.985,-2150.792,1780.724,4380.343,-2356.202,-555.0034,-3574.625,-4288.406,-1741.788
179.72808,-939.0788,-4612.141,-3841.201,-1475.001,-1010.035,900.5718,-1941.505,3696.001,-3302.6,-1851.636,-2530.626,-2326.54,-1718.904,1498.087,-997.7203,605.3878,56.19493,188.1219,43896.58,-899.4678,-524.4006,-63.80091,-1522.338,1365.12,-1255.099,-1210.908,218.1502,-4393.744,-997.0917,-320.9665,-3381.018,-2075.824,6560.674,41.06614,-2255.107,-1217.584,-2459.894,-807.2421,-1771.124,9078.609,-2751.321,-1349.301,748.8266,-2532.091,-3197.327,264.963,1605.791,2815.993,5772.028,-1592.423,-215.9422,336.232,4605.818,-2417.056,784.2681,-663.1332,5294.459,-2685.562,-3105.204,-2725.422,-2138.565,9749.138,-174.117,-3312.599,-2324.716,-320.0869,-1169.652,653.0985,1204.916,568.7616,9142.575,738.9534,-976.7687,-573.8099,5200.079,168.1175,-487.8134,-2894.631,807.1395,-1053.895,156.9683,792.0512,-3975.547,-2732.332,-4254.305,1830.358,-4004.414,13693.56,-1033.387,604.7863,-3475.078,-2777.035,-5080.584,-806.5852,-743.0708,6048.882,-3495.527,257.4488,2044.438,-4438.185,-1378.986
179.82804,-2084.315,-2964.921,-1448.925,-809.3815,721.8957,292.6126,1035.386,3619.718,-188.9608,-3846.026,-2750.173,306.7909,-2531.174,150.5474,-1780.768,150.3344,-1075.29,2151.349,43018.87,760.8743,-3150.759,-1118.581,-3709.766,1668.317,-1532.944,-395.0049,1763.205,-3020.576,-2833.086,-396.4748,-1261.669,-2318.027,4544.02,-868.0311,-2872.277,-464.769,-2957.167,74.84961,-2420.65,8588.967,-3242.295,-2611.218,63.18126,-1983.08,-3010.693,1195.447,2437.379,2960.765,6581.462,-2199.941,-638.2466,798.0303,4312.343,-2047.705,-869.5742,468.3946,6348.483,-1471.41,-2479.591,-3976.39,-695.5859,9411.186,-279.7842,-3001.505,-4194.694,4745.468,-1952.112,-666.5927,354.3349,365.8338,9059.238,599.5302,-891.0192,1828.514,5003.275,-223.8283,142.8566,-1290.807,-1326.962,-2085.067,-829.8568,-964.504,-3876.897,340.1655,-4385.194,3194.787,-1646.716,15967.56,-1200.442,-764.6923,-3630.766,-716.5566,-7028.586,-1025.045,441.0467,4705.857,-4332.335,212.478,-2558.662,-2981.603,-1851.031
179.928,-3553.152,-2332.026,-1449.812,917.0937,-247.5755,2091.701,-2676.888,327.7844,-1136.626,-2370.462,-2932.522,-2690.11,-3159.907,-911.3364,-2151.155,-701.6556,-1339.556,-792.5007,38552.04,74.01424,-4434.357,850.6326,-731.4553,3657.198,-642.9001,-1777.485,1522.534,-3287.511,-1142.023,-103.4945,-2840.697,-1948.569,6740.363,201.8995,-2169.922,-587.7397,-4275.918,-149.4698,-1141.277,10383.25,-1750.012,-2575.814,946.9886,-1091.669,-3229.697,1399.704,326.4683,5066.075,123.6616,-2684.749,383.4937,1349.521,1993.776,-2129.995,460.9459,-182.4186,6022.279,-448.2906,-2815.626,-2240.229,-972.4849,11148.74,611.2015,-3430.339,-2347.292,7516.85,-1678.713,672.4782,967.7679,-628.6158,6978.035,707.027,-2199.279,-1149.605,4408.117,1194.373,1752.438,-2583.062,365.5725,-1729.685,-1561.149,-1860.2,-3796.36,-2682.974,890.8989,2251.116,-2788.766,18592.27,-2241.103,-1042.387,-1967.115,-1943.395,-4318.339,150.4465,232.7243,5669.096,-2392.042,512.7052,-126.0595,-3618.683,-1835.96
180.02796,-1482.873,-4703.971,-956.4709,21.08454,-712.4222,-876.9655,-386.471,1963.146,62.99526,-2420.316,-2207.411,469.7688,-2480.598,-744.5553,-1344.962,-309.3637,-2826.185,277.7094,38233.29,-369.556,-678.2808,-243.1374,-1406.455,1519.354,181.019,-376.0428,80.90227,-2106.928,324.8083,-486.5396,-2665.063,181.7514,5470.819,72.95255,-2412.229,-218.6503,-3584.227,-930.7955,-1198.629,8097.933,-2053.604,-3038.098,-205.7726,-1634.547,-2939.396,173.3277,3538.423,4372.153,-197.4582,-1830.724,-1241.966,63.90523,2618.497,-1915.159,1271.159,-1241.566,5663.962,-3071.642,-2679.651,-3478.094,-2541.608,10431.28,-61.50047,-2838.828,-4157.93,6593.266,397.9352,494.183,2372.026,-469.2976,5302.981,1797.201,-370.5832,94.3606,2089.895,-1346.84,812.9457,-3175.924,153.4437,-134.5068,-562.1498,-2006.483,-4010.152,-2581.727,-3408.042,4045.124,-3293.306,13845.96,-1607.537,883.0225,-3841.376,-3089.514,-5074.664,-364.6354,224.9734,4585.363,-725.8173,258.8703,-211.3639,-1837.477,-1682.147
180.12792,-1206.604,-2349.438,121.9658,-628.7501,-1073.342,161.4064,499.0414,5304.342,-1896.104,-1467.963,-3711.173,-2010.52,104.5272,-3273.819,-1898.502,1435.964,-55.12633,290.2328,35074.58,-492.2716,-1845.64,-1272.061,-223.5779,646.122,-2388.143,-1743.897,2245.873,-5800.571,-3433.406,-990.537,-2136.575,-542.6175,4019.074,-1279.147,-2459.343,-1909.177,-3190.329,-1174.843,-1058.762,7088.621,-3692.004,31.06065,-512.5005,-791.6768,-3668.255,-84.197,2561.277,4367.748,3050.523,-1543.245,-721.5525,817.2672,2610.128,994.3871,-1523.49,-472.7197,4185.612,-1994.254,-3740.591,-2715.475,-2490.952,8060.514,341.1573,-2511.186,-3592.936,11413.81,-289.9027,-467.7883,356.0338,-162.0174,7847,25.74853,-1263.714,-1251.888,2229.274,-169.3489,252.1421,-2383.836,-1273.769,-3106.822,816.3821,-8.517995,-5115.124,-887.657,-1676.717,3268.153,-4024.898,12562.79,-864.9205,-1268.621,-3361.803,-2094.093,-6383.332,-1726.343,-1224.752,3946.622,-2645.307,-209.9737,-1807.802,-6125.902,-1445.307
180.22788,713.685,-4702.649,-3018.735,-1593.829,538.4202,923.21,99.90627,7268.477,-1222.384,-3097.439,-1931.22,340.976,1210.794,-1900.151,-392.4996,-1977.341,129.5358,701.1926,34114.93,-217.9543,-3431.498,-987.0975,-754.017,1659.894,80.2437,-1241.515,646.5716,-2586.88,-1900.199,-274.5649,-3124.357,-594.8358,4723.108,-257.4853,-2725.719,-1447.902,-2398.03,999.8218,-1411.319,7097.699,-1784.432,-376.5887,-643.5467,-374.4876,-1951.176,1485.791,363.8146,2883.002,4247.756,-3145.448,-1310.547,-1000.779,1484.558,-1169.225,-10.90794,-2376.067,5487.998,-2921.837,-2703.375,-1174.906,-1398.618,6949.943,1343.351,-2147.775,-2155.575,13046.53,-1545.608,705.0131,257.7177,-1655.837,8127.064,-784.7222,-295.8077,-346.3224,4078.408,767.9539,9.661062,-36.55448,-1036.686,579.8761,-167.213,-954.4023,-4427.094,-1419.458,-1107.348,3122.426,-2104.761,8710.567,-2692.855,1327.658,-3046.518,-710.1295,-3417.979,-1863.642,-243.8028,3768.024,241.1769,1180.02,1161.327,-5871.862,-1976.028
180.32784,-2053.941,-5422.88,-1081.15,-660.0188,-488.0513,-1086.816,138.7688,6627.498,-3380.594,-2833.958,-2503.971,-1969.218,1832.137,-533.9368,-20.59605,-611.9296,-2524.002,410.4165,34898.23,-3238.464,-3539.603,-93.71915,-957.2739,145.3301,-1908.765,-2246.035,4499.906,-4029.818,-2311.792,-1047.588,-2448.363,-493.1137,7205.958,861.3253,-2932.354,-199.8808,-4082.779,110.6764,896.845,9303.231,-1744.072,-1421.87,-110.2849,-1329.294,-3986.416,-182.6703,2329.625,1495.716,4184.864,-1709.402,431.8693,-1200.778,893.5043,2041.492,-1916.954,-1790.842,2246.76,-909.0121,-2930.504,-3389.123,-3033.911,7187.409,904.577,-1057.894,-1985.864,12657.82,1033.356,1189.901,441.4688,-270.6608,8674.257,-571.8793,-2018.577,1878.614,4353.388,-167.3914,-504.1445,-878.1655,-712.3022,-1449.899,665.0381,-434.8045,-4697.931,-1546.434,-281.9186,-105.6589,-2453.889,7833.24,-83.22387,905.5121,-2882.578,-1724.916,-7947.351,-141.5024,593.1464,2985.756,-1616.536,-149.736,-2430.14,-6097.734,-2515.631
180.4278,-2513.971,-4824.809,-1902.893,-1543.736,-1414.746,-1940.314,-928.7698,4779.351,-1718.488,217.4963,-1425.575,1347.81,-726.9658,822.2865,-464.3913,-478.1753,-504.7088,755.082,32682.86,1261.26,-2143.18,788.043,-2257.71,2886.852,-887.8583,-822.8887,1357.774,-2977.741,-3538.752,-1105.259,-3650.723,-6.728001,6665.46,613.1844,-2236.086,-1479.397,-4457.007,-1858.05,-680.4899,8754.75,-1571.14,-3390.936,-1259.339,-1007.762,-4391.08,-513.9888,851.3499,1533.51,2971.509,-1301.375,155.2954,-962.1604,-187.6771,-669.451,-394.4771,-234.9268,3328.876,-2648.329,-2003.371,-2886.26,-332.8712,8798.007,-407.9651,-2194.616,-2571.742,9452.201,-132.1449,1517.643,260.8146,1492.167,8239.882,325.89,-2376.123,-1051.766,6746.059,-1199.202,1085.172,-2302.601,-1731.399,-2654.169,-483.3748,181.9555,-5398.009,-1681.221,-1871.31,229.4447,-1395.218,10791.55,-2233.176,1141.664,-3578.589,-436.3328,-7611.384,-2142.983,-592.5402,862.0565,-676.9153,-1070.63,-901.1119,-6634.914,-1523.493
180.52776,-1547.229,-4006.137,-714.6247,-3108.979,-338.2451,-1866.408,1023.87,5098.643,-2050.925,-4156.682,-3820.203,-610.666,-1370.184,-1459.491,-104.4609,252.7611,444.2431,175.3363,30088.3,-654.7445,-1872.725,514.1313,-1702.286,-425.6303,-1050.056,-1257.057,1321.922,-3683.71,-1726.479,-3979.032,-1343.434,-2327.103,4714.013,-484.1947,-1239.131,-137.6064,-2260.235,-394.1945,-1051.604,9546.22,-502.4616,-1841.536,-997.3779,-1584.902,-2720.125,-1446.289,2307.477,419.5894,4190.721,-2320.747,-726.1116,-322.6387,-973.3752,623.1493,-986.0826,-487.1363,1869.887,-2263.127,-3567.95,-2875.735,-1005.955,8703.585,-367.2937,-1831.324,-832.779,8785.011,1002.485,-342.3636,-214.9265,-1079.203,7306.487,-295.7558,-625.9437,-82.36517,6227.81,-355.2973,-1316.154,-460.6225,957.2217,-1168.987,936.2895,419.0958,-4132.176,-1773.281,423.7014,-176.4155,-1038.122,13500.66,-1172.649,1335.031,-2214.15,-2423.261,-5461.104,-275.2299,-1339.636,333.4834,-1896.747,-1010.931,-304.276,-6304.268,467.0295
180.62772,-769.0283,-2236.686,-1092.176,-71.29708,1915.531,-2616.785,677.951,3993.291,-643.309,-2556.555,-1900.999,-1895.414,-2892.483,-2846.066,-1236.452,482.6916,-2503.661,-39.35038,29915.39,-1901.404,-1131.298,-157.1072,-2356.156,1042.509,-251.6532,-300.0794,183.7718,-3918.78,-3834.155,-1136.18,-2948.352,272.8989,5312.683,1221.989,-2808.303,-1369.622,-4318.533,-381.6931,-2031.46,10897.6,-2803.221,-2534.345,582.2396,-2498.139,-3046.286,-619.5267,1147.14,699.0369,3638.432,-3013.067,1138.951,212.8409,1343.629,-667.8035,-1435.821,-1648.283,1162.557,-2320.256,-2822.853,-3016.85,-331.3561,8065.733,-612.5091,-104.2911,-1568.927,9606.165,-1255.862,1423.058,30.26162,-1384.646,10465.07,170.877,-713.4712,-2342.487,5574.304,2152.743,97.05457,-915.3094,-829.6166,-1488.491,-979.9854,-991.9844,-4041.574,-3251.899,-1458.442,-631.04,-916.3664,16226.33,-3011.361,-76.76773,-2935.911,-1273.858,-6939.445,331.5114,-987.3041,2034.585,-1822.129,-768.277,-31.88096,-4504.863,103.6922
180.72768,-1452.168,-4516.239,-436.5128,-276.8635,-735.9875,-1021.095,564.0421,2996.2,-1287.075,-1736.126,-2035.179,-136.8124,-2199.018,-704.7247,-1319.754,649.7337,-544.2316,411.6169,28534.98,1131.858,-632.8522,-811.8389,-2774.44,130.3706,-4.77103,-1102.844,919.6998,-3199.032,-1103.8,-2081.574,-1800.682,-168.1747,5834.775,-414.4382,32.98357,-1514.499,-4420.759,-1816.791,-2325.451,13178.6,-3939.805,-1664.997,648.5056,-2567.118,-3088.461,852.8182,2244.306,2557.224,4452.083,-2078.37,1023.141,1643.083,-920.1307,-950.5478,-728.3066,-49.79825,327.4035,-3116.853,-1930.127,-861.3504,-1229.245,6770.196,-38.48459,-3427.792,68.89912,6456.702,-548.0968,596.464,-192.3328,-1987.718,10570.46,1245.534,-254.561,-607.5528,5551.006,584.1089,685.5794,-1581.621,-2309.716,170.7495,-963.8964,242.0539,-3685.393,-2409.774,-2236.48,-322.5727,-2542.299,17488.83,-1761.01,-20.53337,-3003.945,-1060.066,-5377.792,-1781.754,-1530.106,932.0271,-1697.448,-261.6855,-753.1976,-6010.81,-560.4656
180.82764,-397.3427,-3556.817,-1287.423,-1645.828,-1760.146,198.4534,934.2227,3705.436,-1881.979,-2253.69,-2116.915,77.88114,-2413.372,-568.1631,-505.2914,1147.907,-2197.628,1999.728,25543.13,-1049.393,-1808.374,588.7642,-83.84389,1354.304,-2867.519,-1210.668,-244.8215,-3050.023,-1983.364,-1610.797,-2130.936,916.9644,5171.891,32.26278,-3379.709,-2153.573,-1998.415,-341.9095,-2056.738,13846.11,-2804.606,-3276.349,835.7252,-2663.192,-2865.247,-1237.469,3.074604,-1008.996,5035.675,-2216.631,1320.761,196.9875,-1059.719,351.2599,-337.1024,-1154.031,2933.228,-2499.075,-2981.56,-1195.92,376.2526,6533.386,-394.0286,-2408.933,-1675.95,6374.526,-1143.666,-1026.455,803.9492,763.8015,11797.07,-1617.133,-343.3532,474.2296,7768.526,22.24569,80.38094,-1821.03,380.5904,416.8874,-1076.085,665.5496,-4422.014,-1476.956,-2043.837,963.8086,-1886.444,18003.58,-1581.833,1071.192,-3066.375,-1023.819,-8354.83,1257.159,-89.77198,2895.76,737.9793,-130.8737,-2100.736,-6890.305,-1800.579
180.9276,1933.217,-2749.058,-1099.694,-1822.638,-554.9327,-272.3047,379.4164,3775.792,-1032.375,-601.9148,-2292.498,-864.5154,-369.1294,-814.9944,-1916.311,1691.834,-2009.394,-419.5821,25163.33,-440.8046,-336.1556,319.5045,-2320.858,-702.6361,-806.9952,634.5675,2049.816,-5919.318,-568.6255,-2538.799,-1408.422,692.1794,5499.74,559.5098,-2486.857,-1554.207,-2708.127,459.6719,-843.5674,11368.53,-1945.764,-1389.474,828.7563,-2545.876,-4388.886,344.1078,409.1829,23.08592,2179.556,-2532.923,504.5225,-504.0994,458.8272,-1176.746,-1879.681,-162.2359,1694.745,-1294.331,-2139.043,-827.4435,-1837.911,3538.463,179.7538,-499.2939,-3519.161,4812.365,10.59653,55.39441,859.093,-1142.163,11933.82,-169.1677,217.1902,514.6096,8507.053,118.3868,-956.8986,-2070.363,-265.737,-729.5696,-75.68462,979.4863,-5328.286,-3020.952,-3413.69,993.8019,-1306.106,18453.29,-533.2659,-1275.601,-3759.237,-1337.666,-6759.488,-883.8749,-1155.782,1283.742,609.2411,-844.2721,1015.603,-4735.572,-485.7877
181.02756,-361.4378,-5954.646,-2544.154,-3110.372,-394.4853,1653.309,2455.767,3854.075,-801.9431,-1105.597,-2331.638,-2644.838,-2716.509,-572.2319,-1421.606,-417.3423,-1626.61,410.6853,22591.1,-1184.495,-1152.297,1907.731,-1955.87,718.3403,-2834.347,-501.303,2491.723,-4331.317,-74.47427,364.1971,-2786.444,-659.5234,5038.938,-19.41597,-2800.732,-1236.717,-3390.614,-1508.254,-1760.381,11011.2,-3497.05,-2315.63,-1312.264,-3016.314,-3400.937,-1031.015,806.81,-561.3845,4071.792,-753.8306,1207.568,-2369.764,-1162.814,261.8078,-228.9989,-1538.015,394.2895,-949.6674,-3810.274,337.1761,-2388.274,1261.452,-208.3477,-3847.68,-641.7256,5628.452,-1142.666,978.8661,683.3599,223.9613,11458.58,-1915.026,-1722.852,-368.8876,9022.641,1805.84,-1065.907,-3495.779,987.2986,-2649.054,-1285.447,-740.8053,-4204.46,-1552.191,-3238.662,-1162.965,-3217.955,17965.99,-1754.529,261.6716,-1978.857,-788.9783,-7123.588,-2161.218,-1739.351,-1246.764,-935.7368,-869.1284,-2019.612,-6489.675,-598.9
181.12752,146.9284,-2816.081,-2504.398,-3140.03,289.185,374.5902,223.3754,2630.61,-2239.114,-1034.239,-3095.257,-1324.475,-2259.295,447.8943,-1649.884,-2640.081,-1810.778,-1588.226,20723.09,-2102.681,-1615.804,5.748178,-3201.716,593.3176,-2009.48,1638.369,183.1706,-4003.524,-1279.355,-2197.759,-2611.774,-1357.259,3972.257,-584.0786,-2482.91,-1887.227,-1557.557,-994.8078,-1067.821,10388.02,-2787.048,-2456.674,-413.5324,-3451.806,-3588.051,202.0352,577.9365,-1102.904,2806.863,-1964.678,1042.698,-702.8489,-1325.048,-1878.175,-2057.436,-852.748,1374.98,-1837.134,-3371.181,312.4719,-1497.149,2130.336,-1581.673,-1345.623,-840.8724,4542.779,2332.154,1531.256,113.7809,973.4325,11558.24,142.7474,-1470.465,-1082.886,8138.018,1972.237,-1276.028,-2281.137,-2244.975,974.7762,-1438.393,-748.9354,-3482.862,-2248.129,-4391.94,493.7844,-1914.171,14644.07,-2079.785,-9.10628,-2923.702,-1237.42,-6833.187,-361.1927,-253.5221,-1996.347,-207.7475,-419.0699,-352.4915,-6037.864,-509.7662
